Student ID,Student Name,Campus Location,Study Mode,Course Name,Application Date,Agent Name,Application Stage,Business Development Manager,Total Fee,Fee Paid,Intake Name,Date of Birth,Date Conditional Offer,Date Unconditional Offer,Date Enrolled,Email
S1719,Denise Edwards,Paris,Evening,BA Economics,3/6/2025,Future Abroad,Enrolled,Robert Smith,17385,16065,25-Jan,3/3/1997,6/1/2025,6/21/2025,7/1/2025,jonathan43@yahoo.com
S1720,Jason Gonzalez,Dublin,Full-time,MSc Marketing,7/16/2024,UniBridge,Enrolled,Maria Garcia,9454,6534,25-May,12/13/2003,5/15/2025,6/10/2025,6/16/2025,candacesweeney@maynard.com
S1721,Mr. Christopher Wallace,Berlin,Full-time,BSc Computer Science,9/21/2024,Global Edu,Enquiry,Robert Smith,24411,129,25-May,11/11/1993,,,,pjones@rivera-fuller.com
S1722,Ernest Lopez,London,Part-time,BA Economics,6/18/2025,EduPath,Enquiry,Emma Brown,23934,102,25-Jan,5/22/2006,,,,rachel62@yahoo.com
S1723,Renee Farrell,Madrid,Part-time,BA Economics,1/7/2025,Global Edu,Enrolled,Maria Garcia,22473,16394,25-Jan,11/30/1989,6/9/2025,6/14/2025,6/24/2025,stephanie02@stephens-johnston.com
S1724,Alexandra Mitchell,London,Part-time,BSc Computer Science,10/10/2024,Global Edu,Conditional Offer,David Lee,23886,4465,25-Jan,11/13/1997,12/15/2024,,,ruizmatthew@yahoo.com
S1725,Cheryl Valentine,Dublin,Weekend,MSc Marketing,4/25/2025,UniBridge,Enrolled,Emma Brown,20520,19134,25-Sep,8/21/1996,6/8/2025,6/19/2025,6/25/2025,eward@mathews.net
S1726,Edward Arellano,Madrid,Evening,MSc Data Science,8/15/2024,EduPath,Unconditional Offer,Robert Smith,17201,14934,25-Sep,1/14/1990,8/26/2024,3/30/2025,,robinsonveronica@gmail.com
S1727,Bradley Murphy,Dublin,Evening,BBA,11/23/2024,Future Abroad,Withdrawn,Robert Smith,17143,239,25-Jan,1/19/2002,,,,tinagreene@gmail.com
S1728,Kristen Duncan,Dublin,Evening,MBA,4/13/2025,Future Abroad,Unconditional Offer,Alice Johnson,14833,11163,25-Sep,5/7/1995,6/8/2025,6/26/2025,,christopher83@hudson.com
S1729,Gabrielle Gregory,London,Full-time,BSc Computer Science,7/31/2024,Global Edu,Conditional Offer,Emma Brown,22024,4700,25-May,6/20/2004,4/19/2025,,,samuel65@yahoo.com
S1730,Terry King,London,Weekend,BBA,8/5/2024,EduPath,Enrolled,David Lee,13364,11155,25-Sep,4/19/1995,5/3/2025,6/10/2025,6/27/2025,matthewmckee@hotmail.com
S1731,Michael Jones,Berlin,Full-time,BSc Computer Science,5/2/2025,Bright Horizons,Enquiry,David Lee,18274,342,25-Jan,11/18/1991,,,,dcurry@duran-pruitt.com
S1732,Amanda Douglas,Berlin,Weekend,MBA,12/23/2024,EduPath,Enquiry,Maria Garcia,10667,97,25-Jan,1/27/1994,,,,vanessawhite@perkins.org
S1733,Jessica Johnson,Madrid,Weekend,MSc Data Science,1/27/2025,EduPath,Enquiry,Emma Brown,9946,48,25-May,5/19/1990,,,,rodgersjeremy@hotmail.com
S1734,Penny Jordan,Madrid,Weekend,BA Economics,12/9/2024,Future Abroad,Conditional Offer,Emma Brown,18124,3032,25-Sep,2/17/1990,1/27/2025,,,micheal89@hotmail.com
S1735,Michael Rodriguez,Paris,Weekend,BSc Computer Science,1/6/2025,EduPath,Enrolled,Maria Garcia,11336,6435,25-Jan,8/18/2003,4/10/2025,5/9/2025,5/10/2025,vtaylor@reid.com
S1736,Kevin Myers,Berlin,Evening,BBA,11/28/2024,EduPath,Conditional Offer,David Lee,16559,3180,25-Sep,5/27/1999,1/20/2025,,,terri06@hotmail.com
S1737,Tanya Green,London,Weekend,BBA,1/15/2025,Bright Horizons,Unconditional Offer,Robert Smith,24089,22680,25-Jan,4/2/2003,2/13/2025,4/4/2025,,iosborne@yahoo.com
S1738,Taylor Christensen,Dublin,Full-time,MSc Marketing,2/7/2025,Bright Horizons,Conditional Offer,Alice Johnson,18457,4913,25-May,5/18/2002,3/3/2025,,,tiffany14@ramos-becker.biz
S1739,Sandra Taylor,Berlin,Weekend,MSc Marketing,10/22/2024,UniBridge,Enrolled,Alice Johnson,15138,13887,25-Jan,11/27/1996,5/8/2025,5/14/2025,5/23/2025,wferguson@yahoo.com
S1740,Mr. Alexander Barber,Paris,Part-time,BSc Computer Science,12/12/2024,Global Edu,Unconditional Offer,Robert Smith,11514,11111,25-Jan,2/11/1990,6/3/2025,6/26/2025,,erin42@douglas-sanders.net
S1741,Jane Kerr,Dublin,Weekend,MSc Marketing,1/18/2025,Global Edu,Unconditional Offer,Emma Brown,13868,13640,25-May,5/13/2003,2/26/2025,5/28/2025,,yramsey@hotmail.com
S1742,Meagan Howell,Berlin,Part-time,MSc Data Science,11/26/2024,Bright Horizons,Unconditional Offer,David Lee,12554,11136,25-May,6/12/2004,12/22/2024,4/4/2025,,gloriaroy@hotmail.com
S1743,Rebecca Villegas,Berlin,Full-time,MSc Marketing,12/31/2024,Future Abroad,Unconditional Offer,David Lee,22959,22602,25-Jan,7/21/1996,3/17/2025,6/9/2025,,tcain@barajas.com
S1744,Julia Hurley,Dublin,Full-time,MBA,6/4/2025,EduPath,Conditional Offer,David Lee,22334,4793,25-Sep,10/17/2005,6/8/2025,,,whitneyamy@yahoo.com
S1745,James Romero,Madrid,Full-time,BA Economics,7/1/2024,Future Abroad,Enrolled,Alice Johnson,18203,10708,25-Jan,7/29/1991,2/17/2025,5/10/2025,6/27/2025,collierjohn@gmail.com
S1746,Phillip Davidson,Madrid,Full-time,MSc Data Science,7/2/2024,Bright Horizons,Conditional Offer,Maria Garcia,23065,819,25-May,11/9/1994,8/3/2024,,,ericthomas@smith.net
S1747,Christina Donovan,Berlin,Evening,BBA,2/1/2025,EduPath,Unconditional Offer,Alice Johnson,13799,7941,25-Sep,7/8/2001,4/14/2025,5/21/2025,,michael81@phillips-robinson.com
S1748,Samuel Lopez,Berlin,Part-time,BA Economics,12/11/2024,Global Edu,Withdrawn,Maria Garcia,11824,53,25-Jan,2/16/1991,,,,jonathan65@hotmail.com
S1749,James Cisneros,Berlin,Part-time,BA Economics,5/7/2025,Future Abroad,Enrolled,Robert Smith,14877,13167,25-Sep,8/6/1997,5/12/2025,6/23/2025,6/26/2025,jeromedunn@yahoo.com
S1750,Stephen Paul,London,Full-time,MBA,5/19/2025,UniBridge,Unconditional Offer,David Lee,20910,12131,25-Jan,6/17/1996,5/25/2025,6/12/2025,,arianasmith@yahoo.com
S1751,Katie Morales,Paris,Full-time,MSc Data Science,9/23/2024,Global Edu,Unconditional Offer,Emma Brown,17377,11582,25-Sep,6/17/1994,5/2/2025,5/11/2025,,mosleygregory@barnes.com
S1752,Carla Cox,Madrid,Evening,MBA,3/15/2025,Global Edu,Enrolled,Robert Smith,10558,8153,25-Jan,10/21/1999,6/5/2025,6/8/2025,6/29/2025,uadams@walker-wagner.biz
S1753,Terry Herrera,Madrid,Weekend,MBA,12/19/2024,EduPath,Enquiry,Maria Garcia,19494,39,25-Jan,1/26/2006,,,,ramirezjames@hotmail.com
S1754,Laura Collins,Madrid,Part-time,MSc Marketing,6/18/2025,EduPath,Withdrawn,Robert Smith,12947,329,25-Jan,12/3/1992,,,,erin13@morrow.com
S1755,Marcia Owens,Paris,Full-time,MSc Marketing,7/29/2024,EduPath,Enrolled,Maria Garcia,23748,18451,25-May,8/9/1990,2/27/2025,4/13/2025,6/22/2025,escott@gomez-johnston.com
S1756,Catherine Coleman,Madrid,Evening,BA Economics,9/18/2024,Global Edu,Unconditional Offer,David Lee,19964,16750,25-Jan,1/9/2001,5/7/2025,6/24/2025,,daniel68@monroe.com
S1757,Nicholas Banks,Berlin,Full-time,BSc Computer Science,3/27/2025,Bright Horizons,Unconditional Offer,Maria Garcia,9401,5231,25-May,5/31/1990,4/16/2025,5/8/2025,,maddencarolyn@gmail.com
S1758,Tammy Hamilton,Paris,Full-time,MSc Data Science,12/5/2024,Bright Horizons,Enrolled,David Lee,10571,6690,25-Sep,3/11/1995,3/5/2025,5/31/2025,6/13/2025,michelleowens@hotmail.com
S1759,Bonnie Morgan,Madrid,Evening,BSc Computer Science,10/6/2024,EduPath,Conditional Offer,Alice Johnson,10650,581,25-May,9/13/2005,5/28/2025,,,emcintosh@houston.com
S1760,Charles Carpenter,Paris,Part-time,MSc Data Science,4/23/2025,UniBridge,Enrolled,Maria Garcia,12483,10013,25-Jan,10/17/1999,5/18/2025,6/6/2025,6/19/2025,codybishop@hernandez-baxter.com
S1761,Barbara Foster,Madrid,Evening,MSc Data Science,1/21/2025,EduPath,Unconditional Offer,Alice Johnson,22716,16984,25-Jan,5/9/2003,3/9/2025,5/15/2025,,larryschneider@morales.net
S1762,Angela Manning,Dublin,Part-time,MSc Data Science,12/24/2024,Global Edu,Unconditional Offer,Emma Brown,23646,17321,25-May,7/1/1998,6/24/2025,6/27/2025,,joel20@gmail.com
S1763,Erika Smith,Dublin,Evening,BSc Computer Science,7/11/2024,EduPath,Enquiry,Robert Smith,13419,259,25-Jan,5/1/1994,,,,andrewnixon@vaughan.com
S1764,Derek Wilson Jr.,Dublin,Part-time,MSc Data Science,12/6/2024,Bright Horizons,Enquiry,Emma Brown,24247,88,25-Jan,6/20/2002,,,,mooreveronica@gray-hernandez.net
S1765,Joseph Berger,Madrid,Evening,MBA,3/25/2025,Global Edu,Enquiry,Maria Garcia,20408,88,25-Sep,6/12/2003,,,,xmoreno@yahoo.com
S1766,Dennis Farrell,Madrid,Full-time,MBA,3/20/2025,Global Edu,Conditional Offer,Maria Garcia,24892,7415,25-Jan,3/3/1990,5/30/2025,,,taylorpamela@hotmail.com
S1767,Andrew Avery,Paris,Part-time,BBA,1/18/2025,Bright Horizons,Enrolled,David Lee,11223,10232,25-Jan,6/7/1995,2/21/2025,3/27/2025,5/4/2025,stevenbailey@rodriguez-delacruz.com
S1768,Mr. William Allen,Paris,Evening,MSc Marketing,11/10/2024,Global Edu,Unconditional Offer,Robert Smith,24874,18868,25-May,8/13/1989,5/18/2025,6/28/2025,,stanleystephen@gmail.com
S1769,Christy Schneider,Madrid,Weekend,MBA,10/31/2024,Global Edu,Enquiry,Emma Brown,17198,341,25-Sep,12/16/2000,,,,snydercory@mendez.com
S1770,Glen Smith,London,Weekend,MSc Data Science,3/4/2025,Bright Horizons,Unconditional Offer,Emma Brown,13707,9620,25-May,4/3/2001,3/28/2025,5/22/2025,,phillipsmeghan@tucker-terry.org
S1771,Christopher Hodge,Paris,Evening,MSc Marketing,11/6/2024,EduPath,Conditional Offer,Alice Johnson,23293,730,25-Sep,8/1/1991,11/15/2024,,,anitakennedy@nelson.com
S1772,Anthony Brown,Paris,Evening,BA Economics,9/27/2024,UniBridge,Unconditional Offer,Robert Smith,15856,11021,25-May,12/28/1999,6/16/2025,7/1/2025,,gibbslisa@hotmail.com
S1773,Molly Brown,London,Part-time,MSc Data Science,1/13/2025,EduPath,Conditional Offer,David Lee,24137,2157,25-Jan,8/29/1998,5/12/2025,,,justincarter@hernandez-newton.com
S1774,Jeffrey Wells,Paris,Weekend,BSc Computer Science,1/31/2025,Future Abroad,Unconditional Offer,Robert Smith,21679,20748,25-Jan,2/4/1994,5/17/2025,6/14/2025,,joseph29@lin.com
S1775,Rachel Perez MD,Dublin,Full-time,BA Economics,1/29/2025,EduPath,Conditional Offer,Robert Smith,16475,2855,25-Jan,4/6/2005,6/4/2025,,,uparker@gmail.com
S1776,Joseph Russo,London,Full-time,MBA,9/16/2024,EduPath,Unconditional Offer,Robert Smith,21777,14760,25-May,9/19/2002,2/26/2025,4/11/2025,,karagarcia@yahoo.com
S1777,Laura Hamilton,Berlin,Full-time,BSc Computer Science,9/23/2024,Bright Horizons,Conditional Offer,Emma Brown,15826,1810,25-May,12/21/2001,5/26/2025,,,georgejohn@yahoo.com
S1778,Christian Patterson,Paris,Weekend,BBA,5/6/2025,Future Abroad,Unconditional Offer,David Lee,21332,12745,25-May,6/8/1996,6/6/2025,6/6/2025,,davidgrant@abbott.biz
S1779,Tyler Johnson,Madrid,Weekend,MSc Marketing,10/18/2024,Global Edu,Unconditional Offer,Alice Johnson,12654,12558,25-Sep,12/31/1993,3/5/2025,5/16/2025,,donnaduran@butler-brown.com
S1780,William Wilson,Berlin,Full-time,MBA,9/9/2024,Future Abroad,Conditional Offer,Emma Brown,13893,1189,25-Jan,3/14/1991,9/30/2024,,,darinbrown@berry.com
S1781,Rhonda Smith,Berlin,Part-time,BBA,12/31/2024,Future Abroad,Enrolled,Maria Garcia,10801,7609,25-May,5/13/1991,1/27/2025,4/13/2025,6/13/2025,kimberly18@martinez.org
S1782,Julia Atkins,London,Weekend,MBA,8/25/2024,Global Edu,Conditional Offer,Alice Johnson,12940,1913,25-Jan,6/10/1999,12/13/2024,,,michelle19@cain.org
S1783,Brianna Bell,Dublin,Weekend,MSc Data Science,3/25/2025,UniBridge,Enrolled,Robert Smith,23067,22027,25-Jan,7/5/1994,4/1/2025,5/26/2025,6/19/2025,llawson@hendricks.com
S1784,Molly Fuller,Dublin,Weekend,MSc Data Science,9/1/2024,Bright Horizons,Conditional Offer,Robert Smith,14938,964,25-Sep,7/8/1999,3/25/2025,,,zhorton@hotmail.com
S1785,Trevor Cruz,London,Full-time,BSc Computer Science,9/24/2024,Bright Horizons,Conditional Offer,Alice Johnson,20785,4467,25-Jan,9/9/1991,1/13/2025,,,amythornton@flynn.com
S1786,Benjamin Hogan,Paris,Evening,MSc Marketing,5/10/2025,Global Edu,Enquiry,Emma Brown,18648,350,25-Sep,4/16/1996,,,,cheyenne71@tran-jones.info
S1787,Justin Davis,Madrid,Evening,BBA,4/2/2025,EduPath,Enrolled,Robert Smith,22643,16468,25-May,2/25/1995,5/17/2025,6/27/2025,6/27/2025,bakerbrianna@white.org
S1788,Michelle Williams DDS,Paris,Weekend,BBA,1/25/2025,Global Edu,Enquiry,David Lee,23348,478,25-Sep,5/28/2006,,,,thomas21@yahoo.com
S1789,Reginald James,Paris,Weekend,BSc Computer Science,1/19/2025,Global Edu,Enquiry,Maria Garcia,11821,415,25-Jan,7/17/1998,,,,perezchristopher@allen-hamilton.com
S1790,Lauren Moody,Dublin,Part-time,BSc Computer Science,9/22/2024,Bright Horizons,Enrolled,Emma Brown,20925,18308,25-Sep,5/12/1997,10/10/2024,1/14/2025,5/22/2025,amanda72@sandoval.net
S1791,Andrew Crawford,London,Evening,BSc Computer Science,4/13/2025,Global Edu,Conditional Offer,Maria Garcia,11320,2003,25-May,2/24/1998,4/27/2025,,,daniellemarks@hotmail.com
S1792,Brian Sampson,Berlin,Full-time,BA Economics,8/15/2024,EduPath,Conditional Offer,Robert Smith,23295,4887,25-Sep,7/4/2000,6/21/2025,,,paige81@alexander.net
S1793,Brianna Fisher,Madrid,Part-time,MSc Data Science,1/26/2025,UniBridge,Enquiry,Robert Smith,12493,69,25-Sep,10/2/1989,,,,kellymark@henderson-hernandez.net
S1794,Bryan Barnett,Berlin,Full-time,MSc Marketing,11/15/2024,Bright Horizons,Enrolled,Robert Smith,18610,11934,25-Jan,11/20/2000,1/9/2025,2/26/2025,4/19/2025,ojames@simmons-johnson.com
S1795,Megan White,Dublin,Part-time,BBA,10/6/2024,Future Abroad,Enrolled,Emma Brown,22125,16792,25-May,11/21/1994,1/25/2025,4/16/2025,5/15/2025,kathy76@rios-bates.info
S1796,Kristina Fletcher,Paris,Evening,MBA,1/15/2025,EduPath,Conditional Offer,David Lee,23882,6610,25-May,12/30/2003,5/27/2025,,,lindasampson@lewis.com
S1797,Peter Schroeder MD,London,Part-time,MSc Marketing,1/6/2025,Future Abroad,Withdrawn,David Lee,23386,435,25-Sep,6/10/1991,,,,gramirez@mckinney-summers.info
S1798,Kaitlyn Howe,Berlin,Part-time,BBA,4/28/2025,Global Edu,Enrolled,Robert Smith,17339,15117,25-Sep,5/20/1999,6/7/2025,6/14/2025,6/30/2025,ashleyandrade@chase-webb.net
S1799,Steven Flores,Berlin,Full-time,MSc Data Science,6/8/2025,Global Edu,Enquiry,Maria Garcia,22293,115,25-Sep,4/17/1994,,,,danieljacob@freeman.com
S1800,Brittany Gay,Berlin,Evening,BBA,12/22/2024,Bright Horizons,Enquiry,Alice Johnson,14164,201,25-May,4/19/1997,,,,carlos46@hotmail.com
S1801,Susan Miller,Paris,Evening,BBA,1/6/2025,Global Edu,Conditional Offer,Robert Smith,10899,919,25-Sep,10/6/2005,6/7/2025,,,uvaughn@hebert-hunt.com
S1802,Diana Garrison,Madrid,Full-time,BA Economics,11/17/2024,Bright Horizons,Unconditional Offer,Alice Johnson,20266,12535,25-May,5/19/2001,6/19/2025,6/23/2025,,nvalentine@yahoo.com
S1803,Christina Stanley,Berlin,Evening,BBA,11/24/2024,Global Edu,Conditional Offer,Robert Smith,20426,5139,25-Jan,1/9/1998,3/26/2025,,,lisathomas@smith.com
S1804,Justin Matthews,Berlin,Full-time,BBA,9/23/2024,EduPath,Conditional Offer,Emma Brown,23264,4299,25-Jan,5/20/2004,10/9/2024,,,agonzalez@mendoza-bradley.com
S1805,Jennifer Dougherty,London,Weekend,BA Economics,1/29/2025,EduPath,Enquiry,Emma Brown,24963,427,25-May,9/23/2006,,,,bthompson@patel.com
S1806,Monica Walker,Paris,Weekend,BA Economics,4/7/2025,EduPath,Unconditional Offer,Alice Johnson,22029,16368,25-Jan,6/8/1992,6/27/2025,7/1/2025,,campbellpatrick@hotmail.com
S1807,Samantha Davis,Berlin,Part-time,MSc Data Science,2/12/2025,Global Edu,Enquiry,Alice Johnson,23543,137,25-Sep,1/17/1993,,,,parker55@hotmail.com
S1808,Desiree Kim,Berlin,Full-time,BA Economics,12/21/2024,Global Edu,Enquiry,Emma Brown,18831,299,25-May,1/24/2003,,,,haynessamuel@gmail.com
S1809,Tiffany Callahan,London,Evening,BBA,1/3/2025,Future Abroad,Enrolled,Robert Smith,20549,17634,25-May,2/24/1995,2/18/2025,6/14/2025,6/20/2025,thomas75@hotmail.com
S1810,Nicole Moore,London,Weekend,BBA,10/16/2024,EduPath,Enquiry,Alice Johnson,12174,275,25-May,3/27/2000,,,,myerscaleb@chambers-oconnor.com
S1811,Warren Olson MD,London,Evening,BSc Computer Science,1/13/2025,UniBridge,Enquiry,Emma Brown,13472,271,25-Sep,7/18/2000,,,,james43@brown-fowler.com
S1812,Mr. Matthew Sharp,Berlin,Full-time,BBA,1/1/2025,Future Abroad,Unconditional Offer,Emma Brown,18352,10188,25-Jan,6/24/2004,3/30/2025,6/22/2025,,cookamanda@hotmail.com
S1813,Robert Shaw,London,Evening,MSc Marketing,11/23/2024,Future Abroad,Unconditional Offer,Alice Johnson,9802,7472,25-May,2/14/2004,3/25/2025,6/12/2025,,timothydavis@caldwell-miller.org
S1814,Vincent Silva,Berlin,Part-time,MSc Marketing,7/30/2024,EduPath,Enrolled,David Lee,9468,5539,25-May,11/7/1998,9/21/2024,5/2/2025,5/14/2025,valeriewells@ward.info
S1815,Matthew Price,London,Weekend,MSc Marketing,11/21/2024,Future Abroad,Conditional Offer,Alice Johnson,10665,1250,25-May,2/18/1998,4/3/2025,,,danielwebb@guzman.com
S1816,Jessica Bailey,Dublin,Part-time,BBA,6/30/2025,Bright Horizons,Enquiry,David Lee,21921,259,25-Jan,6/23/1995,,,,muellernicole@jones-brandt.com
S1817,Elizabeth Hoffman,Berlin,Weekend,BSc Computer Science,9/22/2024,Global Edu,Enrolled,Robert Smith,20867,12033,25-Sep,7/4/1997,3/4/2025,3/12/2025,3/21/2025,michael61@arroyo.com
S1818,Steve Gomez,Dublin,Part-time,BA Economics,4/10/2025,Future Abroad,Conditional Offer,Emma Brown,16931,1360,25-May,8/11/2001,5/12/2025,,,bryanprince@larson.info
S1819,Sara Williams,Berlin,Evening,MBA,6/6/2025,Global Edu,Conditional Offer,Alice Johnson,9939,1946,25-May,11/10/2005,6/8/2025,,,grantdavis@davis-davis.info
S1820,James Edwards,London,Weekend,BBA,12/6/2024,Global Edu,Enrolled,Emma Brown,15634,8433,25-Sep,1/5/2002,5/22/2025,6/28/2025,7/1/2025,obradley@anderson.com
S1821,Dr. Tracey Owens,Berlin,Weekend,BBA,12/25/2024,EduPath,Enrolled,Robert Smith,14457,10437,25-May,5/13/1999,3/25/2025,6/2/2025,6/9/2025,aliciagarcia@snow.biz
S1822,Sarah Estrada,Madrid,Part-time,MSc Marketing,1/25/2025,Future Abroad,Enrolled,Robert Smith,9429,8810,25-May,1/19/2005,4/9/2025,5/7/2025,5/12/2025,shannongonzalez@hines-dudley.com
S1823,Laura Trevino,Paris,Part-time,BSc Computer Science,7/6/2024,EduPath,Enquiry,Emma Brown,12808,73,25-Sep,9/28/1998,,,,judith21@hotmail.com
S1824,Curtis Steele,London,Part-time,MBA,7/18/2024,Bright Horizons,Unconditional Offer,Maria Garcia,18009,10430,25-Jan,9/24/2000,1/29/2025,5/28/2025,,nicole30@anthony.com
S1825,Brittany Anderson,London,Part-time,MBA,4/16/2025,UniBridge,Enquiry,Maria Garcia,18569,448,25-May,10/21/1991,,,,nmcdonald@sparks-campbell.com
S1826,Bonnie Williams,Madrid,Evening,BSc Computer Science,1/13/2025,Future Abroad,Unconditional Offer,Robert Smith,23897,13897,25-Sep,3/29/1998,3/1/2025,5/8/2025,,samuel13@gmail.com
S1827,Anna Irwin,Dublin,Part-time,BBA,9/4/2024,EduPath,Unconditional Offer,Emma Brown,18771,12099,25-Jan,11/6/2003,6/13/2025,6/27/2025,,davisjennifer@mathews-moore.com
S1828,Christopher Hayes,Dublin,Weekend,MSc Data Science,4/19/2025,Global Edu,Enrolled,Emma Brown,20725,12748,25-Sep,6/2/2001,6/16/2025,7/1/2025,7/1/2025,morgankim@white.net
S1829,Alisha Monroe,London,Full-time,MSc Data Science,9/20/2024,EduPath,Enquiry,David Lee,14548,215,25-Sep,7/24/1998,,,,annajones@hotmail.com
S1830,Shannon Dunlap,Paris,Part-time,MBA,9/28/2024,EduPath,Conditional Offer,Robert Smith,10060,2901,25-May,11/11/2001,12/30/2024,,,rickybowen@gmail.com
S1831,Daniel Garcia,London,Full-time,MSc Marketing,6/23/2025,Global Edu,Enquiry,Robert Smith,17951,496,25-May,3/9/1992,,,,millslinda@gmail.com
S1832,Michelle Gomez,Paris,Full-time,BBA,4/10/2025,EduPath,Unconditional Offer,Emma Brown,10132,8985,25-Jan,3/31/1999,5/6/2025,6/3/2025,,mramirez@vega-johnson.com
S1833,Jesse Morris,Berlin,Weekend,BSc Computer Science,12/1/2024,UniBridge,Enrolled,Alice Johnson,19397,11013,25-Jan,10/17/1994,5/12/2025,7/1/2025,7/1/2025,zachary37@chandler.info
S1834,Sheryl Sullivan,Berlin,Part-time,BA Economics,9/12/2024,Global Edu,Conditional Offer,Maria Garcia,13219,1946,25-May,6/24/2007,4/22/2025,,,mhodges@caldwell-davis.com
S1835,Robert Burke,Madrid,Weekend,BBA,12/18/2024,EduPath,Unconditional Offer,David Lee,13538,13059,25-Sep,1/12/1991,5/23/2025,6/8/2025,,erin60@cruz.com
S1836,Shelia Cruz,Berlin,Part-time,BSc Computer Science,5/20/2025,Global Edu,Enrolled,Alice Johnson,10078,7263,25-Jan,2/23/2000,5/31/2025,6/6/2025,6/6/2025,amanda14@wilson.net
S1837,Kathy Reynolds,Dublin,Full-time,MSc Data Science,10/10/2024,Global Edu,Enquiry,David Lee,20545,69,25-Jan,12/9/2000,,,,mcdowellanthony@brown-webster.org
S1838,Scott Rivera,Berlin,Weekend,MBA,9/24/2024,Global Edu,Enquiry,David Lee,13734,322,25-Sep,1/17/1993,,,,lewismichael@gonzales.net
S1839,Sandy Martin,Paris,Weekend,BSc Computer Science,10/19/2024,EduPath,Unconditional Offer,Robert Smith,16568,11229,25-May,1/2/1997,4/19/2025,5/14/2025,,ibailey@hotmail.com
S1840,Joshua Jacobson,Berlin,Weekend,BSc Computer Science,10/30/2024,Bright Horizons,Conditional Offer,Maria Garcia,14756,3181,25-Jan,2/5/1997,1/5/2025,,,gutierrezvalerie@gmail.com
S1841,Kristen Pugh,Berlin,Evening,BA Economics,3/25/2025,UniBridge,Withdrawn,David Lee,16778,34,25-Jan,2/25/2001,,,,gregoryjones@walker.com
S1842,Laura Mathis,Paris,Weekend,MSc Marketing,2/15/2025,Global Edu,Conditional Offer,David Lee,20945,3726,25-Sep,3/27/2001,5/31/2025,,,leslie06@gmail.com
S1843,Jason Greer,Berlin,Full-time,MSc Marketing,2/2/2025,Future Abroad,Enrolled,Robert Smith,11796,10292,25-Jan,3/27/2005,5/4/2025,5/4/2025,6/9/2025,amy19@ryan.com
S1844,Jeffrey Owen DDS,London,Weekend,MSc Data Science,12/3/2024,Future Abroad,Enrolled,Robert Smith,9395,5184,25-Sep,4/26/1995,3/15/2025,3/26/2025,3/31/2025,michaeldouglas@yahoo.com
S1845,Roger Choi,Madrid,Weekend,BSc Computer Science,9/11/2024,Bright Horizons,Conditional Offer,Maria Garcia,15537,3266,25-May,8/31/1991,7/1/2025,,,rushanthony@gmail.com
S1846,James James,London,Part-time,BBA,7/12/2024,Future Abroad,Conditional Offer,Robert Smith,14550,2318,25-Jan,9/23/1992,2/28/2025,,,stevenjordan@yahoo.com
S1847,Brent Brooks DVM,Paris,Part-time,BSc Computer Science,9/28/2024,EduPath,Conditional Offer,Emma Brown,14880,1039,25-Sep,6/8/2002,1/5/2025,,,megan56@yahoo.com
S1848,Ronald Robinson,Madrid,Weekend,MSc Data Science,10/13/2024,Global Edu,Unconditional Offer,David Lee,24779,17039,25-Sep,12/2/2002,4/27/2025,5/6/2025,,tammy61@anderson.com
S1849,Ronald Walton,Paris,Weekend,MSc Marketing,6/22/2025,Future Abroad,Unconditional Offer,Robert Smith,9880,7976,25-May,10/23/1991,6/22/2025,6/23/2025,,olevy@hotmail.com
S1850,Adam Brooks,London,Weekend,BSc Computer Science,3/4/2025,Bright Horizons,Unconditional Offer,Alice Johnson,12719,11487,25-Sep,4/10/1999,5/25/2025,6/30/2025,,marcguerrero@gmail.com
S1851,Amber Watson,Madrid,Weekend,BBA,1/18/2025,Future Abroad,Unconditional Offer,Maria Garcia,11099,6665,25-Jan,9/19/1994,3/1/2025,3/22/2025,,kimberly62@mccarthy.com
